,wikidata,country,bathwateridentifier,status,eionet,euType,euMotive,NotEuMotive,link,WD
261,Q106707540,se,SE0A11384000000459,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000459,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000459'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707540'>link WD</a>
263,Q106707599,se,SE0A11384000000461,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000461,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000461'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707599'>link WD</a>
266,Q106707602,se,SE0930885000000470,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000470,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000470'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707602'>link WD</a>
267,Q106707603,se,SE0930885000000471,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000471,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000471'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707603'>link WD</a>
268,Q106707605,se,SE0930885000000474,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000474,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000474'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707605'>link WD</a>
269,Q106707606,se,SE0930885000000475,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000475,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000475'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707606'>link WD</a>
270,Q106707607,se,SE0930885000000478,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000478,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000478'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707607'>link WD</a>
271,Q106707609,se,SE0930885000000479,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000479,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0930885000000479'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707609'>link WD</a>
273,Q106707613,se,SE0441284000000489,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000489,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000489'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707613'>link WD</a>
274,Q106707614,se,SE0441284000000491,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000491,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000491'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707614'>link WD</a>
275,Q106707615,se,SE0441284000000492,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000492,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000492'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707615'>link WD</a>
279,Q106707611,se,SE0441284000000485,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000485,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000485'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707611'>link WD</a>
281,Q106707620,se,SE0A21480000000505,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000505,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000505'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707620'>link WD</a>
282,Q106707621,se,SE0A21480000000506,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000506,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000506'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707621'>link WD</a>
283,Q106707623,se,SE0A21480000000508,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000508,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000508'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707623'>link WD</a>
284,Q106707624,se,SE0A21480000000510,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000510,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000510'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707624'>link WD</a>
286,Q106614954,se,SE0A21480000000516,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000516,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000516'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106614954'>link WD</a>
287,Q106707619,se,SE0441284000000501,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000501,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441284000000501'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707619'>link WD</a>
289,Q106707628,se,SE0A21480000000518,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000518,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000518'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707628'>link WD</a>
290,Q106707622,se,SE0A21480000000507,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000507,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000507'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707622'>link WD</a>
293,Q106707633,se,SE0A21480000000524,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000524,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000524'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707633'>link WD</a>
295,Q106707636,se,SE0A21480000000531,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000531,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000531'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707636'>link WD</a>
296,Q106707637,se,SE0A21480000000532,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000532,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000532'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707637'>link WD</a>
297,Q106707629,se,SE0A21480000000519,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000519,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000519'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707629'>link WD</a>
298,Q106707640,se,SE0A21480000000534,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000534,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000534'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707640'>link WD</a>
299,Q106707641,se,SE0A11382000000541,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000000541,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000000541'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707641'>link WD</a>
300,Q106707643,se,SE0A11382000000545,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000000545,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000000545'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707643'>link WD</a>
301,Q106707644,se,SE0A11382000000546,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000000546,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000000546'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707644'>link WD</a>
302,Q106707645,se,SE0A11382000000549,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000000549,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000000549'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707645'>link WD</a>
303,Q106707635,se,SE0A21480000000530,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000530,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000530'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707635'>link WD</a>
305,Q106707638,se,SE0A21480000000533,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000533,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000533'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707638'>link WD</a>
309,Q106707642,se,SE0A11382000000543,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000000543,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11382000000543'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707642'>link WD</a>
317,Q106707698,se,SE0A21484000000564,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21484000000564,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21484000000564'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707698'>link WD</a>
334,Q106707716,se,SE0A21485000000597,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21485000000597,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21485000000597'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707716'>link WD</a>
341,Q106707717,se,SE0A21485000000598,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21485000000598,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21485000000598'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707717'>link WD</a>
349,Q106707735,se,SE0A11383000000627,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000627,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000627'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707735'>link WD</a>
350,Q106707736,se,SE0A11383000000628,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000628,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000628'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707736'>link WD</a>
351,Q106707737,se,SE0A11383000000629,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000629,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000629'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707737'>link WD</a>
354,Q106707740,se,SE0A11383000000632,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000632,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000632'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707740'>link WD</a>
355,Q106707741,se,SE0A11383000000634,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000634,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000634'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707741'>link WD</a>
358,Q106707743,se,SE0A11383000000636,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000636,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000636'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707743'>link WD</a>
359,Q106707746,se,SE0A11383000000639,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000639,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000639'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707746'>link WD</a>
360,Q106707747,se,SE0A11383000000640,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000640,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000640'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707747'>link WD</a>
361,Q106707742,se,SE0A11383000000635,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000635,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000635'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707742'>link WD</a>
362,Q106707745,se,SE0A11383000000638,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000638,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000638'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707745'>link WD</a>
363,Q106707750,se,SE0A11383000000641,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000641,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000641'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707750'>link WD</a>
364,Q106707751,se,SE0A11383000000642,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000642,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000642'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707751'>link WD</a>
365,Q106707752,se,SE0A11383000000644,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000644,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000644'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707752'>link WD</a>
366,Q106707754,se,SE0A11383000000646,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000646,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11383000000646'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707754'>link WD</a>
377,Q106707765,se,SE0411083000000659,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411083000000659,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411083000000659'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707765'>link WD</a>
378,Q106707766,se,SE0411083000000660,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411083000000660,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411083000000660'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707766'>link WD</a>
379,Q106707767,se,SE0411083000000661,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411083000000661,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411083000000661'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707767'>link WD</a>
388,Q106707769,se,SE0411083000000664,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411083000000664,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411083000000664'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707769'>link WD</a>
389,Q106707779,se,SE0441290000000676,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441290000000676,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441290000000676'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707779'>link WD</a>
390,Q106707780,se,SE0441290000000677,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441290000000677,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441290000000677'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707780'>link WD</a>
